,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Critical,Tot CasesPerM,DeathsPerM,Total Tests,TestsPerM
26,Czechia,"5,221",+204,99 ,+11,233,"4,889",103,488.0,9.0,98681.0,9215.0
27,Poland,"5,205",+357,159 ,+30,222,"4,824",160,138.0,4.0,99284.0,2623.0
28,Romania,"4,761",+344,220 ,+23,528,"4,013",162,247.0,11.0,47207.0,2454.0
29,Ecuador,"4,450",+455,242 ,+22,140,"4,068",146,252.0,14.0,14406.0,817.0
30,Peru,"4,342","+1,388",121 ,+14,"1,333","2,888",113,132.0,4.0,39599.0,1201.0
31,Japan,"4,257", ,93 , ,622,"3,542",80,34.0,0.7,55311.0,437.0
32,Pakistan,"4,196",+161,60 ,+3,467,"3,669",25,19.0,0.3,42159.0,191.0
33,Malaysia,"4,119",+156,65 ,+2,"1,487","2,567",76,127.0,2.0,58240.0,1799.0
34,Philippines,"3,870",+106,182 ,+5,96,"3,592",1,35.0,2.0,24500.0,224.0
35,Saudi Arabia,"3,122",+327,41 , ,631,"2,450",41,90.0,1.0, , 
36,Luxembourg,"3,034",+64,46 ,+2,500,"2,488",34,4847.0,73.0,26573.0,42450.0
37,Indonesia,"2,956",+218,240 ,+19,222,"2,494", ,11.0,0.9,14354.0,52.0
38,Mexico,"2,785",+346,141 ,+16,633,"2,011",89,22.0,1.0,25410.0,197.0
39,Serbia,"2,666",+219,65 ,+4,118,"2,483",112,305.0,7.0,10761.0,1232.0
40,UAE,"2,659",+300,12 , ,239,"2,408",1,269.0,1.0,593095.0,59967.0
41,Finland,"2,487",+179,40 ,+6,300,"2,147",82,449.0,7.0,36500.0,6588.0
42,Thailand,"2,369",+111,30 ,+3,888,"1,451",61,34.0,0.4,71860.0,1030.0
43,Panama,"2,249",+149,59 ,+4,16,"2,174",91,521.0,14.0,10297.0,2386.0
44,Qatar,"2,210",+153,6 , ,178,"2,026",37,767.0,2.0,41818.0,14515.0
45,Dominican Republic,"2,111",+155,108 ,+10,50,"1,953",147,195.0,10.0,4542.0,419.0
46,Greece,"1,884",+52,83 ,+2,269,"1,532",84,181.0,8.0,32528.0,3121.0
47,South Africa,"1,845",+96,18 ,+5,95,"1,732",7,31.0,0.3,58098.0,980.0
48,Colombia,"1,780", ,50 , ,100,"1,630",76,35.0,1.0,30445.0,598.0
49,Argentina,"1,715", ,63 ,+3,358,"1,294",96,38.0,1.0,13330.0,295.0
50,Ukraine,"1,668",+206,52 ,+7,35,"1,581",33,38.0,1.0,7205.0,165.0
51,Singapore,"1,623",+142,6 , ,406,"1,211",29,277.0,1.0,65000.0,11110.0
52,Iceland,"1,616",+30,6 , ,633,977,13,4736.0,18.0,30947.0,90689.0
53,Algeria,"1,572",+104,205 ,+12,237,"1,130",46,36.0,5.0,3359.0,77.0
54,Egypt,"1,560",+110,103 ,+9,305,"1,152", ,15.0,1.0,25000.0,244.0
55,Croatia,"1,343",+61,19 ,+1,179,"1,145",36,327.0,5.0,13125.0,3197.0
56,Morocco,"1,275",+91,93 ,+3,97,"1,085",1,35.0,3.0,5752.0,156.0
57,New Zealand,"1,210",+50,1 , ,282,927,4,251.0,0.2,46875.0,9721.0
58,Iraq,"1,202",+80,69 ,+4,452,681, ,30.0,2.0,28414.0,706.0
59,Estonia,"1,185",+36,24 ,+3,72,"1,089",11,893.0,18.0,24813.0,18705.0
60,Moldova,"1,174",+118,27 ,+5,40,"1,107",80,291.0,7.0,5108.0,1266.0
61,Slovenia,"1,091",+32,40 ,+4,120,931,35,525.0,19.0,30669.0,14752.0
62,Belarus,"1,066",+205,13 , ,77,976,33,113.0,1.0,46000.0,4868.0
63,Hong Kong,961,+25,4 , ,264,693,14,128.0,0.5,96709.0,12900.0
64,Lithuania,912,+32,15 , ,8,889,21,335.0,6.0,30108.0,11060.0
65,Hungary,895,+78,58 ,+11,94,743,17,93.0,6.0,25748.0,2665.0
66,Armenia,881,+28,9 ,+1,114,758,30,297.0,3.0,5452.0,1840.0
67,Kuwait,855,+112,1 , ,111,743,21,200.0,0.2, , 
68,Bahrain,823,+12,5 , ,477,341,3,484.0,3.0,52351.0,30766.0
69,Azerbaijan,822,+105,8 , ,63,751,23,81.0,0.8,53300.0,5257.0
70,Bosnia and Herzegovina,803,+39,34 ,+1,79,690,4,245.0,10.0,6911.0,2106.0
71,Cameroon,730,+45,10 ,+1,60,660, ,27.0,0.4, , 
72,Kazakhstan,727,+30,7 ,+1,54,666,21,39.0,0.4,56775.0,3024.0
73,Diamond Princess,712, ,11 , ,619,82,10, , , , 
74,Slovakia,682,+101,2 , ,16,664,3,125.0,0.4,19681.0,3605.0
75,Tunisia,628,+5,24 ,+1,25,579,67,53.0,2.0,8878.0,751.0
76,North Macedonia,617,+18,29 ,+3,35,553,15,296.0,14.0,6230.0,2990.0
77,Bulgaria,593,+16,24 ,+1,42,527,27,85.0,3.0,15899.0,2288.0
78,Latvia,577,+29,2 , ,16,559,5,306.0,1.0,24036.0,12743.0
79,Lebanon,576,+28,19 , ,62,495,29,84.0,3.0,10808.0,1583.0
80,Andorra,564,+19,23 ,+1,52,489,17,7300.0,298.0,1673.0,21653.0
81,Uzbekistan,545,+25,3 ,+1,30,512,8,16.0,0.09, , 
82,Cyprus,526,+32,9 , ,52,465,13,436.0,7.0,14273.0,11822.0
83,Costa Rica,502,+19,2 , ,29,471,15,99.0,0.4,6035.0,1185.0
84,Cuba,457,+61,12 ,+1,27,418,15,40.0,1.0,9410.0,831.0
85,Afghanistan,444,+21,14 , ,29,401, ,11.0,0.4, , 
86,Uruguay,424, ,7 , ,150,267,14,122.0,2.0,5727.0,1649.0
87,Oman,419,+48,2 , ,72,345,3,82.0,0.4, , 
88,Burkina Faso,414,+30,23 ,+4,134,257, ,20.0,1.0, , 
89,Albania,400,+17,22 , ,154,224,7,139.0,8.0,2989.0,1039.0
90,Ivory Coast,384,+35,3 , ,48,333, ,15.0,0.1, , 
91,Taiwan,379,+3,5 , ,67,307, ,16.0,0.2,40702.0,1709.0
92,Jordan,358,+5,6 , ,150,202,5,35.0,0.6,17000.0,1666.0
93,Réunion,358, , , ,40,318,4,400.0, , , 
94,Channel Islands,351,+16,8 ,+1,38,305, ,2019.0,46.0,1157.0,6655.0
95,Ghana,313,+26,6 ,+1,34,273,2,10.0,0.2, , 
96,Honduras,312,+7,22 , ,6,284,10,32.0,2.0, , 
97,Malta,299,+6,1 ,+1,5,293,4,677.0,2.0,12731.0,28833.0
98,San Marino,279, ,34 , ,40,205,14,8223.0,1002.0,586.0,17270.0
99,Niger,278, ,11 , ,26,241, ,11.0,0.5,4199.0,173.0
100,Nigeria,276,+22,6 , ,44,226,2,1.0,0.03,5000.0,24.0
101,Mauritius,273,+5,7 , ,19,247,3,215.0,6.0,4913.0,3863.0
102,Kyrgyzstan,270,+42,4 , ,33,233,5,41.0,0.6,9618.0,1474.0
103,Palestine,263,+2,1 , ,44,218, ,52.0,0.2,15450.0,3029.0
104,Vietnam,251, , , ,126,125,8,3.0, ,110124.0,1131.0
105,Montenegro,248,+7,2 , ,4,242,7,395.0,3.0,2329.0,3708.0
106,Senegal,244,+7,2 , ,113,129,1,15.0,0.1, , 
107,Bangladesh,218,+54,20 ,+3,33,165,1,1.0,0.1,5164.0,31.0
108,Georgia,211,+15,3 , ,50,158,6,53.0,0.8,3271.0,820.0
109,Bolivia,210,+16,15 ,+1,2,193,3,18.0,1.0,591.0,51.0
110,Sri Lanka,189,+4,7 ,+1,44,138,5,9.0,0.3,3248.0,152.0
111,Faeroe Islands,184, , , ,131,53,1,3766.0, ,5153.0,105458.0
112,DRC,180, ,18 , ,9,153, ,2.0,0.2, , 
113,Kenya,179,+7,6 , ,9,164,2,3.0,0.1,4973.0,92.0
114,Mayotte,171, ,2 , ,22,147,3,627.0,7.0,1100.0,4032.0
115,Venezuela,166, ,7 , ,65,94,6,6.0,0.2,1779.0,63.0
116,Isle of Man,158,+8,1 , ,82,75,7,1858.0,12.0,1824.0,21450.0
117,Martinique,154,+2,6 ,+2,50,98,19,410.0,16.0, , 
118,Guinea,144, , , ,5,139, ,11.0, , , 
119,Guadeloupe,141,+2,8 ,+1,43,90,13,352.0,20.0, , 
120,Brunei ,135, ,1 , ,91,43,3,309.0,2.0,8845.0,20218.0
121,Djibouti,135,+45, , ,25,110, ,137.0, ,3106.0,3144.0
122,Gibraltar,120,+7, , ,60,60, ,3562.0, ,1481.0,43958.0
123,Paraguay,119,+4,5 , ,15,99,1,17.0,0.7,2039.0,286.0
124,Cambodia,117,+2, , ,63,54,1,7.0, ,5768.0,345.0
125,Rwanda,110,+5, , ,7,103, ,8.0, ,806.0,62.0
126,Trinidad and Tobago,107, ,8 , ,1,98, ,76.0,6.0,878.0,627.0
127,El Salvador,93,+15,5 ,+1,9,79,2,14.0,0.8, , 
128,Madagascar,93,+5, , ,11,82,1,3.0, , , 
129,Guatemala,87,+10,3  , ,17,67,3,5.0,0.2,1134.0,63.0
130,Monaco,81,+2,1 , ,4,76,4,2064.0,25.0, , 
131,Liechtenstein,78, ,1 , ,55,22, ,2046.0,26.0,900.0,23605.0
132,Aruba,77,+3, , ,14,63, ,721.0, ,990.0,9273.0
133,French Guiana,77, , , ,34,43,1,258.0, , , 
134,Togo,70,+5,3 , ,23,44, ,8.0,0.4,1747.0,211.0
135,Jamaica,63, ,4 ,+1,10,49, ,21.0,1.0,540.0,182.0
136,Barbados,63, ,3 , ,6,54,4,219.0,10.0,557.0,1938.0
137,Mali,59,+3,7 ,+2,16,36, ,3.0,0.3, , 
138,Ethiopia,55,+3,2 , ,4,49,1,0.5,0.02,2496.0,22.0
139,Uganda,53,+1, , , ,53, ,1.0, ,3310.0,72.0
140,French Polynesia,51,+4, , , ,51, ,182.0, ,744.0,2649.0
141,Congo,45, ,5 , ,2,38, ,8.0,0.9, , 
142,Cayman Islands,45, ,1 , ,6,38, ,685.0,15.0,479.0,7288.0
143,Macao,45,+1, , ,10,35,1,69.0, , , 
144,Sint Maarten,40, ,6 , ,1,33,2,933.0,140.0,112.0,2612.0
145,Bermuda,39, ,2 , ,17,20, ,626.0,32.0,306.0,4913.0
146,Zambia,39, ,1 , ,7,31,1,2.0,0.05,1239.0,67.0
147,Bahamas,36,+3,6 , ,5,25,1,92.0,15.0, , 
148,Guyana,33, ,6 ,+1,8,19,4,42.0,8.0,132.0,168.0
149,Eritrea,33,+2, , , ,33, ,9.0, , , 
150,Guinea-Bissau,33, , , , ,33, ,17.0, , , 
151,Saint Martin,32, ,2 , ,7,23,6,828.0,52.0, , 
152,Liberia,31,+17,4  ,+1,3,24, ,6.0,0.8, , 
153,Gabon,30, ,1 , ,1,28, ,13.0,0.4, , 
154,Haiti,27,+2,1 , , ,26, ,2.0,0.09,257.0,23.0
155,Benin,26, ,1 , ,5,20, ,2.0,0.08, , 
156,Tanzania,25,+1,1 , ,5,19, ,0.4,0.02, , 
157,Myanmar,22, ,3 ,+2, ,19, ,0.4,0.06,1246.0,23.0
158,Libya,21,+1,1 , ,2,18, ,3.0,0.1,355.0,52.0
159,Angola,19,+2,2 , ,2,15, ,0.6,0.06, , 
160,Antigua and Barbuda,19, ,2 ,+1, ,17,1,194.0,20.0,40.0,408.0
161,Syria,19, ,2 , ,4,13, ,1.0,0.1, , 
162,Maldives,19, , , ,13,6, ,35.0, , , 
163,Equatorial Guinea,18,+2, , ,3,15, ,13.0, ,854.0,609.0
164,New Caledonia,18, , , ,1,17, ,63.0, ,2320.0,8126.0
165,Mozambique,17,+7, , ,1,16, ,0.5, ,467.0,15.0
166,Mongolia,16,+1, , ,4,12, ,5.0, , , 
167,Namibia,16, , , ,3,13, ,6.0, ,362.0,142.0
168,Dominica,15, , , ,1,14, ,208.0, ,293.0,4070.0
169,Fiji,15, , , , ,15, ,17.0, , , 
170,Laos,15,+1, , , ,15, ,2.0, ,781.0,107.0
171,Sudan,14, ,2 , ,2,10, ,0.3,0.05, , 
172,Curaçao,14,+1,1  , ,7,6, ,85.0,6.0, , 
173,Saint Lucia,14, , , ,1,13, ,76.0, , , 
174,Somalia,12,+4,1 ,+1,1,10, ,0.8,0.06, , 
175,Grenada,12, , , , ,12,2,107.0, ,45.0,400.0
176,Eswatini,12,+2, , ,7,5, ,10.0, , , 
177,Zimbabwe,11, ,3 ,+1, ,8, ,0.7,0.2,371.0,25.0
178,Greenland,11, , , ,11,0, ,194.0, ,770.0,13564.0
179,Saint Kitts and Nevis,11, , , , ,11, ,207.0, ,183.0,3440.0
180,Seychelles,11, , , , ,11, ,112.0, , , 
181,Suriname,10, ,1 , ,3,6, ,17.0,2.0, , 
182,Chad,10, , , ,2,8, ,0.6, , , 
183,MS Zaandam,9, ,2 , , ,7, , , , , 
184,Nepal,9, , , ,1,8, ,0.3, ,2366.0,81.0
185,Montserrat,9, , , , ,9,1,1803.0, ,36.0,7212.0
186,Belize,8,+1,1 , , ,7,1,20.0,3.0,268.0,674.0
187,Malawi,8, ,1 , , ,7,1,0.4,0.05, , 
188,Turks and Caicos,8, ,1 , , ,7, ,207.0,26.0,61.0,1576.0
189,CAR,8, , , , ,8, ,2.0, , , 
190,Vatican City,8,+1, , ,2,6, ,9988.0, , , 
191,St. Vincent Grenadines,8, , , ,1,7, ,72.0, ,56.0,505.0
192,Cabo Verde,7, ,1 , ,1,5, ,13.0,2.0, , 
193,Sierra Leone,7,+1, , , ,7, ,0.9, , , 
194,Botswana,6, ,1 , , ,5, ,3.0,0.4,1154.0,491.0
195,Mauritania,6, ,1 , ,2,3, ,1.0,0.2,67.0,14.0
196,Nicaragua,6, ,1 , , ,5, ,0.9,0.2, , 
197,St. Barth,6, , , ,1,5, ,607.0, , , 
198,Bhutan,5, , , ,2,3, ,6.0, ,1166.0,1511.0
199,Falkland Islands,5,+3, , ,1,4, ,1437.0, ,137.0,39368.0
200,Gambia,4, ,1 , ,2,1, ,2.0,0.4, , 
201,Sao Tome and Principe,4, , , , ,4, ,18.0, ,19.0,87.0
202,Western Sahara,4, , , , ,4, ,7.0, , , 
203,Anguilla,3, , , , ,3, ,200.0, , , 
204,British Virgin Islands,3, , , , ,3, ,99.0, , , 
205,Burundi,3, , , , ,3, ,0.3, , , 
206,Caribbean Netherlands,2, , , , ,2, ,76.0, ,10.0,381.0
207,Papua New Guinea,2, , , , ,2, ,0.2, ,72.0,8.0
208,South Sudan,2, , , , ,2, ,0.2, , , 
209,Saint Pierre Miquelon,1, , , , ,1, ,173.0, , , 
210,Timor-Leste,1, , , , ,1, ,0.8, , , 
211,China,"81,802",+62,"3,333 ",+2,"77,279","1,190",189,57.0,2.0, , 
212,Total:,"1,499,690","+68,771","87,826","+5,792","319,212","1,092,652","48,017",192.4,11.3, , 
