,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Critical,Tot CasesPerM,DeathsPerM,Total Tests,TestsPerM
121,Guatemala,126,+31,3 , ,17,106,3,7.0,0.2,1134.0,63.0
122,Paraguay,124, ,5 , ,18,101,1,17.0,0.7,2039.0,286.0
123,Gibraltar,123, , , ,60,63,1,3651.0, ,1511.0,44849.0
124,Cambodia,119, , , ,62,57,1,7.0, ,5768.0,345.0
125,Rwanda,113, , , ,7,106, ,9.0, ,806.0,62.0
126,Trinidad and Tobago,109, ,8 , ,1,100, ,78.0,6.0,987.0,705.0
127,El Salvador,103, ,6 , ,14,83,3,16.0,0.9, , 
128,Madagascar,93, , , ,11,82,1,3.0, , , 
129,Monaco,84, ,1 , ,5,78,4,2141.0,25.0, , 
130,French Guiana,83, , , ,43,40,1,278.0, , , 
131,Aruba,82, , , ,20,62, ,768.0, ,1008.0,9441.0
132,Liechtenstein,78, ,1 , ,55,22, ,2046.0,26.0,900.0,23605.0
133,Mali,74, ,7 , ,22,45, ,4.0,0.3, , 
134,Togo,73, ,3 , ,24,46, ,9.0,0.4,1747.0,211.0
135,Barbados,66, ,3 , ,11,52,4,230.0,10.0,694.0,2415.0
136,Jamaica,63, ,4 , ,12,47, ,21.0,1.0,907.0,306.0
137,Congo,60, ,5 , ,5,50, ,11.0,0.9, , 
138,Ethiopia,56, ,2 , ,4,50,2,0.5,0.02,2790.0,24.0
139,Uganda,53, , , , ,53, ,1.0, ,3310.0,72.0
140,French Polynesia,51, , , , ,51, ,182.0, ,744.0,2649.0
141,Bermuda,48, ,4 , ,25,19, ,771.0,64.0,354.0,5684.0
142,Cayman Islands,45, ,1 , ,6,38, ,685.0,15.0,479.0,7288.0
143,Macao,45, , , ,10,35,1,69.0, , , 
144,Gabon,44, ,1 , ,1,42, ,20.0,0.4, , 
145,Sint Maarten,43, ,6 , ,1,36,2,1003.0,140.0,112.0,2612.0
146,Bahamas,41, ,8 , ,5,28,1,104.0,20.0, , 
147,Zambia,39, ,1 , ,24,14,1,2.0,0.05,1239.0,67.0
148,Guyana,37, ,6 , ,8,23,4,47.0,8.0,145.0,184.0
149,Guinea-Bissau,36, , , , ,36, ,18.0, ,1500.0,762.0
150,Eritrea,33, , , , ,33, ,9.0, , , 
151,Saint Martin,32, ,2 , ,7,23,6,828.0,52.0, , 
152,Liberia,31, ,4 , ,3,24, ,6.0,0.8, , 
153,Haiti,30, ,2 , , ,28, ,3.0,0.2,257.0,23.0
154,Benin,26, ,1 , ,5,20, ,2.0,0.08, , 
155,Tanzania,25, ,1 , ,5,19, ,0.4,0.02, , 
156,Libya,24, ,1 , ,8,15, ,3.0,0.1,492.0,72.0
157,Myanmar,23, ,3 , ,2,18, ,0.4,0.06,1246.0,23.0
158,Angola,19, ,2 , ,2,15, ,0.6,0.06, , 
159,Antigua and Barbuda,19, ,2 , , ,17,1,194.0,20.0,40.0,408.0
160,Syria,19, ,2 , ,4,13, ,1.0,0.1, , 
161,Maldives,19, , , ,13,6, ,35.0, , , 
162,Equatorial Guinea,18, , , ,3,15, ,13.0, ,854.0,609.0
163,New Caledonia,18, , , ,1,17, ,63.0, ,2320.0,8126.0
164,Mozambique,17, , , ,1,16, ,0.5, ,483.0,15.0
165,Dominica,16,+1, , ,5,11, ,222.0, ,309.0,4293.0
166,Laos,16, , , , ,16, ,2.0, ,903.0,124.0
167,Mongolia,16, , , ,4,12, ,5.0, , , 
168,Namibia,16, , , ,3,13, ,6.0, ,362.0,142.0
169,Sudan,15, ,2 , ,2,11, ,0.3,0.05, , 
170,Fiji,15, , , , ,15, ,17.0, , , 
171,Curaçao,14, ,1 , ,7,6, ,85.0,6.0, , 
172,Saint Lucia,14, , , ,1,13, ,76.0, , , 
173,Botswana,13, ,1 , , ,12, ,6.0,0.4,1154.0,491.0
174,Somalia,12, ,1 , ,1,10, ,0.8,0.06, , 
175,Grenada,12, , , , ,12,2,107.0, ,45.0,400.0
176,St. Vincent Grenadines,12, , , ,1,11, ,108.0, ,56.0,505.0
177,Eswatini,12, , , ,7,5, ,10.0, , , 
178,Zimbabwe,11, ,3 , , ,8, ,0.7,0.2,371.0,25.0
179,Chad,11, , , ,2,9, ,0.7, , , 
180,Greenland,11, , , ,11,0, ,194.0, ,770.0,13564.0
181,Saint Kitts and Nevis,11, , , , ,11, ,207.0, ,183.0,3440.0
182,Seychelles,11, , , , ,11, ,112.0, , , 
183,Suriname,10, ,1 , ,4,5, ,17.0,2.0, , 
184,MS Zaandam,9, ,2 , , ,7, , , , , 
185,Belize,9, ,1 , , ,8,1,23.0,3.0,364.0,915.0
186,Nepal,9, , , ,1,8, ,0.3, ,2895.0,99.0
187,Montserrat,9, , , , ,9,1,1803.0, ,36.0,7212.0
188,Malawi,8, ,1 , , ,7,1,0.4,0.05, , 
189,Turks and Caicos,8, ,1 , , ,7, ,207.0,26.0,61.0,1576.0
190,CAR,8, , , , ,8, ,2.0, , , 
191,Vatican City,8, , , ,2,6, ,9988.0, , , 
192,Cabo Verde,7, ,1 , ,1,5, ,13.0,2.0, , 
193,Mauritania,7, ,1 , ,2,4, ,2.0,0.2,258.0,55.0
194,Nicaragua,7, ,1 , , ,6, ,1.0,0.2, , 
195,Sierra Leone,7, , , , ,7, ,0.9, , , 
196,St. Barth,6, , , ,1,5, ,607.0, , , 
197,Bhutan,5, , , ,2,3, ,6.0, ,1166.0,1511.0
198,Falkland Islands,5, , , ,1,4, ,1437.0, ,137.0,39368.0
199,Gambia,4, ,1 , ,2,1, ,2.0,0.4, , 
200,Sao Tome and Principe,4, , , , ,4, ,18.0, ,19.0,87.0
201,Western Sahara,4, , , , ,4, ,7.0, , , 
202,Anguilla,3, , , , ,3, ,200.0, , , 
203,British Virgin Islands,3, , , , ,3, ,99.0, , , 
204,Burundi,3, , , , ,3, ,0.3, , , 
205,South Sudan,3, , , , ,3, ,0.3, , , 
206,Caribbean Netherlands,2, , , , ,2, ,76.0, ,10.0,381.0
207,Papua New Guinea,2, , , , ,2, ,0.2, ,72.0,8.0
208,Saint Pierre Miquelon,1, , , , ,1, ,173.0, , , 
209,Timor-Leste,1, , , , ,1, ,0.8, , , 
210,China,"81,907",+42,"3,336 ",+1,"77,455","1,116",144,57.0,2.0, , 
211,Total:,"1,603,428",+355,"95,714",+22,"356,440","1,151,274","49,125",205.7,12.3, , 
